series_index,cluster,probability,outlier_score,is_outlier,is_core,is_border
125,0,0.6047752002596689,0.3952247997403311,False,False,True
126,-1,0.0,0.5240419926104766,True,False,False
127,-1,0.0,0.24842440504066,True,False,False
128,1,0.6366201966264995,0.36337980337350045,False,False,True
129,0,0.9081434233989027,0.09185657660109728,False,True,False
130,-1,0.0,0.38503152308209976,True,False,False
131,-1,0.0,0.2770158018680649,True,False,False
132,-1,0.0,0.29914155512874824,True,False,False
133,-1,0.0,0.2073267431333986,True,False,False
134,-1,0.0,0.4310385860021535,True,False,False
135,-1,0.0,0.23524855157840407,True,False,False
136,-1,0.0,0.3417685286600756,True,False,False
137,-1,0.0,0.18029245065032357,True,False,False
138,-1,0.0,0.07660691042001258,True,False,False
139,-1,0.0,0.2846817358339201,True,False,False
140,-1,0.0,0.189756134327406,True,False,False
141,-1,0.0,0.278708275584952,True,False,False
142,-1,0.0,0.11642322620821599,True,False,False
143,-1,0.0,0.34183253555742943,True,False,False
144,-1,0.0,0.37755067692165506,True,False,False
145,-1,0.0,0.07639734064595528,True,False,False
146,0,0.6878703834723116,0.31212961652768845,False,False,True
147,0,0.5122480694202179,0.487751930579782,False,False,True
148,-1,0.0,0.0698079096006047,True,False,False
149,-1,0.0,0.32425620933022387,True,False,False
150,-1,0.0,0.08278507765552687,True,False,False
151,0,0.9107143215461028,0.08928567845389723,False,True,False
152,-1,0.0,0.21840070642958842,True,False,False
153,0,0.6202824698466869,0.37971753015331317,False,False,True
154,-1,0.0,0.0744217086522993,True,False,False
155,-1,0.0,0.43442526285297334,True,False,False
156,-1,0.0,0.14194482172998746,True,False,False
157,-1,0.0,0.25143278297765875,True,False,False
158,-1,0.0,0.5415650625250454,True,False,False
159,-1,0.0,0.42227224395077523,True,False,False
160,-1,0.0,0.44203417550706886,True,False,False
161,1,0.5660221901709781,0.43397780982902195,False,False,True
162,1,0.5483554790162387,0.45164452098376134,False,False,True
163,-1,0.0,0.45559542769067934,True,False,False
164,1,0.7327290939356862,0.26727090606431375,False,False,True
165,1,0.8297074738161186,0.17029252618388135,False,False,True
166,1,0.7308115007127817,0.2691884992872183,False,False,True
167,-1,0.0,0.42140994727216724,True,False,False
168,-1,0.0,0.47978630822790497,True,False,False
169,-1,0.0,0.04892368277804049,True,False,False
170,-1,0.0,0.08970684271670111,True,False,False
171,-1,0.0,0.3493380365128617,True,False,False
172,-1,0.0,0.40102294575043257,True,False,False
173,-1,0.0,0.24324026679220742,True,False,False
174,0,0.698863234606166,0.3011367653938341,False,False,True
175,-1,0.0,0.3920503247763462,True,False,False
176,-1,0.0,0.35729672160955145,True,False,False
177,-1,0.0,0.33885463231078206,True,False,False
178,0,0.5299058021978793,0.47009419780212064,False,False,True
179,1,0.9781988073086654,0.021801192691334594,False,True,False
180,0,0.7622673060710017,0.23773269392899826,False,False,True
181,-1,0.0,0.40805305413558046,True,False,False
182,-1,0.0,0.30576046870331175,True,False,False
183,-1,0.0,0.27334741024111914,True,False,False
184,-1,0.0,0.06368044927773349,True,False,False
185,-1,0.0,0.15216919165553022,True,False,False
186,-1,0.0,0.5089073395261156,True,False,False
187,-1,0.0,0.07639734064595528,True,False,False
188,0,0.5409190547026328,0.4590809452973672,False,False,True
189,0,0.595144697200057,0.4048553027999429,False,False,True
190,1,0.6728640827733865,0.3271359172266135,False,False,True
191,-1,0.0,0.18568712405850005,True,False,False
192,-1,0.0,0.3446071598605686,True,False,False
193,-1,0.0,0.20333157121329679,True,False,False
194,0,0.9383707235345881,0.06162927646541191,False,True,False
195,-1,0.0,0.48076154496931156,True,False,False
196,1,0.5910638455696783,0.4089361544303217,False,False,True
197,-1,0.0,0.03964594081428863,True,False,False
198,-1,0.0,0.08600826588939285,True,False,False
199,-1,0.0,0.2386769531703257,True,False,False
200,-1,0.0,0.27242147073219053,True,False,False
201,-1,0.0,0.025482575240128588,True,False,False
202,0,0.6785311235343392,0.32146887646566075,False,False,True
203,1,0.5860241264968302,0.4139758735031697,False,False,True
204,-1,0.0,0.17833595780452016,True,False,False
205,-1,0.0,0.29790206913257394,True,False,False
206,-1,0.0,0.22084461960968188,True,False,False
207,-1,0.0,0.20062332014111325,True,False,False
208,0,0.6798701324416576,0.32012986755834233,False,False,True
209,-1,0.0,0.3834182826339163,True,False,False
210,-1,0.0,0.15851809385326004,True,False,False
211,-1,0.0,0.4287686697899215,True,False,False
212,-1,0.0,0.23628328913796437,True,False,False
213,-1,0.0,0.11199169309290666,True,False,False
214,-1,0.0,0.24019600499525032,True,False,False
215,0,0.6898795567317262,0.3101204432682738,False,False,True
216,-1,0.0,0.18985967110635604,True,False,False
217,1,0.5215353359981789,0.47846466400182114,False,False,True
218,0,0.8493077115091758,0.1506922884908242,False,False,True
219,-1,0.0,0.18831870261874578,True,False,False
220,-1,0.0,0.192374064706584,True,False,False
221,1,0.5455390665706042,0.45446093342939575,False,False,True
222,-1,0.0,0.2560299702522438,True,False,False
223,-1,0.0,0.250512880801395,True,False,False
224,1,0.5903223621265405,0.40967763787345945,False,False,True
225,-1,0.0,0.2803360480800516,True,False,False
226,-1,0.0,0.15096516809405988,True,False,False
227,1,0.7501926285164447,0.2498073714835552,False,False,True
228,0,0.5162067858972754,0.4837932141027246,False,False,True
229,0,0.7377290867894544,0.2622709132105456,False,False,True
230,0,0.5269145795194079,0.4730854204805921,False,False,True
231,-1,0.0,0.36041917446147476,True,False,False
232,-1,0.0,0.0651639535534209,True,False,False
233,0,0.5137634608675293,0.48623653913247067,False,False,True
234,-1,0.0,0.2250290837896762,True,False,False
235,1,1.0,0.0,False,True,False
236,0,0.5480200226590414,0.4519799773409586,False,False,True
237,-1,0.0,0.37295328966538976,True,False,False
238,-1,0.0,0.23441045791167311,True,False,False
239,0,0.669543182622918,0.330456817377082,False,False,True
240,-1,0.0,0.07424712166996286,True,False,False
241,-1,0.0,0.4167971434683921,True,False,False
242,-1,0.0,0.24465279885104696,True,False,False
243,-1,0.0,0.18675420722025188,True,False,False
244,-1,0.0,0.17824309250370385,True,False,False
245,-1,0.0,0.46854203621717594,True,False,False
246,0,0.536086853889052,0.463913146110948,False,False,True
247,-1,0.0,0.2125182890690665,True,False,False
248,1,0.6602000018610976,0.3397999981389023,False,False,True
249,-1,0.0,0.26798603322509845,True,False,False
250,-1,0.0,0.23387096585196937,True,False,False
251,-1,0.0,0.36975345305659046,True,False,False
252,1,0.7480710615495358,0.2519289384504642,False,False,True
253,0,0.5018294278576354,0.49817057214236465,False,False,True
254,-1,0.0,0.009148248057288238,True,False,False
255,-1,0.0,0.1818850264160029,True,False,False
256,-1,0.0,0.45983230295372535,True,False,False
257,0,0.5323350938172288,0.4676649061827713,False,False,True
258,-1,0.0,0.17515920071004576,True,False,False
259,-1,0.0,0.3368697341381976,True,False,False
260,0,0.7586149288709455,0.2413850711290545,False,False,True
261,-1,0.0,0.4705816077525806,True,False,False
262,-1,0.0,0.0862597390479395,True,False,False
263,-1,0.0,0.10616890236373078,True,False,False
264,0,0.49836823638258965,0.5016317636174104,False,False,True
265,0,0.5485182044083464,0.45148179559165363,False,False,True
266,-1,0.0,0.09924971053384314,True,False,False
267,-1,0.0,0.07934659718470594,True,False,False
268,-1,0.0,0.40312488085858883,True,False,False
269,0,0.9637778911974169,0.036222108802583176,False,True,False
270,-1,0.0,0.15803963601975832,True,False,False
271,-1,0.0,0.15755141053539576,True,False,False
272,-1,0.0,0.19527603292772222,True,False,False
273,0,0.5417228174169865,0.45827718258301353,False,False,True
274,-1,0.0,0.12947648448197382,True,False,False
275,-1,0.0,0.28137145095611643,True,False,False
276,-1,0.0,0.10271715482770827,True,False,False
277,-1,0.0,0.18233427486670262,True,False,False
278,0,0.599977124899068,0.40002287510093204,False,False,True
279,-1,0.0,0.2369680636536111,True,False,False
280,-1,0.0,0.17491449055060457,True,False,False
281,0,0.5975772072453333,0.4024227927546667,False,False,True
282,-1,0.0,0.34838282162385265,True,False,False
283,1,0.5340182589254235,0.4659817410745764,False,False,True
284,1,0.6221422926023623,0.37785770739763763,False,False,True
285,-1,0.0,0.2614441274401885,True,False,False
286,-1,0.0,0.09233709319163415,True,False,False
287,1,0.5544252265228938,0.4455747734771062,False,False,True
288,-1,0.0,0.023747912327267095,True,False,False
289,-1,0.0,0.1092778185884534,True,False,False
290,0,0.5990684007098009,0.40093159929019906,False,False,True
291,-1,0.0,0.32864690163941196,True,False,False
292,-1,0.0,0.43244114815262774,True,False,False
293,0,0.6047506788994913,0.3952493211005087,False,False,True
294,-1,0.0,0.07315145993556857,True,False,False
295,-1,0.0,0.18709983606347294,True,False,False
296,-1,0.0,0.047353996938862865,True,False,False
297,-1,0.0,0.23964043683005756,True,False,False
298,1,0.6270565433056312,0.3729434566943688,False,False,True
299,1,0.5948928376098558,0.4051071623901442,False,False,True
300,-1,0.0,0.1598287915127356,True,False,False
301,0,0.5720713712987725,0.4279286287012275,False,False,True
302,-1,0.0,0.106420750689095,True,False,False
303,-1,0.0,0.13030147845330234,True,False,False
304,0,0.49665160248208245,0.5033483975179175,False,False,True
305,1,0.7670600289548126,0.23293997104518735,False,False,True
306,0,0.7332243648358248,0.26677563516417524,False,False,True
307,0,0.6695277248680972,0.3304722751319028,False,False,True
308,-1,0.0,0.15155259817229377,True,False,False
309,-1,0.0,0.3396378564927447,True,False,False
310,0,0.6831317662701135,0.3168682337298865,False,False,True
311,-1,0.0,0.49477390605215,True,False,False
312,0,0.6977214221084969,0.3022785778915031,False,False,True
313,0,0.5786984016696137,0.4213015983303862,False,False,True
314,0,0.5737166389134536,0.4262833610865464,False,False,True
315,-1,0.0,0.20356195891430673,True,False,False
316,1,0.5254664806952442,0.47453351930475585,False,False,True
317,0,0.6964036246420554,0.3035963753579446,False,False,True
318,-1,0.0,0.4365261297978747,True,False,False
319,-1,0.0,0.21315678409762515,True,False,False
320,-1,0.0,0.053486165218039526,True,False,False
321,0,0.5975866689884487,0.4024133310115513,False,False,True
322,-1,0.0,0.13953342074036248,True,False,False
323,-1,0.0,0.06349157882099203,True,False,False
324,-1,0.0,0.20002485560267494,True,False,False
325,-1,0.0,0.2685012645931032,True,False,False
326,1,0.6849457200143646,0.3150542799856354,False,False,True
327,1,0.5942885922138591,0.4057114077861409,False,False,True
328,-1,0.0,0.3098790409735186,True,False,False
329,-1,0.0,0.40864295183762506,True,False,False
330,-1,0.0,0.2542987846560411,True,False,False
331,-1,0.0,0.04228162634186105,True,False,False
332,-1,0.0,0.052335404183622564,True,False,False
333,-1,0.0,0.2596146449444175,True,False,False
334,-1,0.0,0.3723353590845581,True,False,False
335,-1,0.0,0.40993992278158753,True,False,False
336,-1,0.0,0.09891321037187922,True,False,False
337,0,0.6809408153000287,0.3190591846999713,False,False,True
338,0,0.5710868055565239,0.42891319444347603,False,False,True
339,-1,0.0,0.31312797377890267,True,False,False
340,-1,0.0,0.38682406150997967,True,False,False
341,0,0.6816630449575302,0.31833695504246984,False,False,True
342,-1,0.0,0.3237499806982761,True,False,False
343,-1,0.0,0.02446368237138181,True,False,False
344,0,0.5236986644237819,0.47630133557621807,False,False,True
345,-1,0.0,0.0489309149433242,True,False,False
346,-1,0.0,0.004318827914305679,True,False,False
347,1,0.5544736834127987,0.4455263165872014,False,False,True
348,0,0.7646467571787381,0.2353532428212619,False,False,True
349,-1,0.0,0.5440348843401283,True,False,False
350,-1,0.0,0.3647951024215324,True,False,False
351,-1,0.0,0.38294521362773654,True,False,False
352,-1,0.0,0.2147491092080272,True,False,False
353,0,0.5988073791063604,0.4011926208936396,False,False,True
354,-1,0.0,0.20377762755312676,True,False,False
355,-1,0.0,0.02909065750056588,True,False,False
356,1,0.5251624838935596,0.4748375161064405,False,False,True
357,-1,0.0,0.09821245997287939,True,False,False
358,-1,0.0,0.3388055440444576,True,False,False
359,-1,0.0,0.3368518475603095,True,False,False
360,-1,0.0,0.09154958033565949,True,False,False
361,1,0.5659219467372048,0.43407805326279525,False,False,True
362,0,0.8204765132655003,0.17952348673449967,False,False,True
363,-1,0.0,0.09199126678723062,True,False,False
364,0,0.957913041704665,0.04208695829533504,False,True,False
365,-1,0.0,0.3446453952782629,True,False,False
366,-1,0.0,0.03580198257539131,True,False,False
367,-1,0.0,0.29664598288520044,True,False,False
368,-1,0.0,0.16738100622524188,True,False,False
369,1,0.9300299823496445,0.0699700176503555,False,True,False
370,-1,0.0,0.2877828831915833,True,False,False
371,-1,0.0,0.2343151825049691,True,False,False
372,0,0.6795764867630045,0.32042351323699547,False,False,True
373,-1,0.0,0.11823740500839787,True,False,False
374,0,0.638766896172222,0.36123310382777796,False,False,True
375,-1,0.0,0.21362781931809818,True,False,False
376,-1,0.0,0.07083182474200068,True,False,False
377,-1,0.0,0.30142443711795497,True,False,False
378,0,0.4964291905341387,0.5035708094658613,False,False,True
379,-1,0.0,0.2638797279302242,True,False,False
380,-1,0.0,0.4674097933449075,True,False,False
381,-1,0.0,0.33877437958368917,True,False,False
382,1,0.6435324534245155,0.3564675465754845,False,False,True
383,0,0.8493488476737509,0.15065115232624915,False,False,True
384,-1,0.0,0.425054263512768,True,False,False
385,0,0.5240623135271367,0.47593768647286333,False,False,True
386,-1,0.0,0.384408884616879,True,False,False
387,0,0.609034930884903,0.39096506911509693,False,False,True
388,-1,0.0,0.21873553086208503,True,False,False
389,-1,0.0,0.5163838594618056,True,False,False
390,-1,0.0,0.28527795035816245,True,False,False
391,0,0.5961624425118376,0.40383755748816247,False,False,True
392,-1,0.0,0.29244242174426244,True,False,False
393,0,0.6024335831506815,0.3975664168493185,False,False,True
394,-1,0.0,0.34586720378395,True,False,False
395,-1,0.0,0.3720320232090269,True,False,False
396,1,0.6938555384436977,0.3061444615563022,False,False,True
397,0,0.6532929386941728,0.3467070613058272,False,False,True
398,0,0.5119974034230638,0.4880025965769362,False,False,True
399,-1,0.0,0.43268489578953906,True,False,False
400,0,0.7839779471490597,0.21602205285094037,False,False,True
401,0,0.7267089748770303,0.27329102512296966,False,False,True
402,-1,0.0,0.045021283038127996,True,False,False
403,-1,0.0,0.3302627277629514,True,False,False
404,-1,0.0,0.2817923668017599,True,False,False
405,-1,0.0,0.124928580395472,True,False,False
406,0,0.61560339457016,0.38439660542984,False,False,True
407,1,0.5224233083087373,0.4775766916912627,False,False,True
408,0,0.557065398961345,0.44293460103865506,False,False,True
409,0,0.7658756247010748,0.23412437529892519,False,False,True
410,-1,0.0,0.5029960022098767,True,False,False
411,0,0.5888023412337899,0.41119765876621,False,False,True
412,1,0.6684600276081946,0.33153997239180544,False,False,True
413,-1,0.0,0.4196197362037028,True,False,False
414,-1,0.0,0.011592053225295875,True,False,False
415,1,0.6341553139126028,0.3658446860873972,False,False,True
416,0,0.7327779956986236,0.2672220043013764,False,False,True
417,-1,0.0,0.26048016491858944,True,False,False
418,0,0.5588290776887762,0.4411709223112238,False,False,True
419,1,0.6028973209411316,0.3971026790588684,False,False,True
420,-1,0.0,0.19857943729507893,True,False,False
421,1,0.7822033021520933,0.21779669784790667,False,False,True
422,-1,0.0,0.15156727583142415,True,False,False
423,-1,0.0,0.11292272098440657,True,False,False
424,0,0.605793613606483,0.39420638639351696,False,False,True
425,-1,0.0,0.33543185292400024,True,False,False
426,-1,0.0,0.42060066323316775,True,False,False
427,0,0.8182287420534108,0.1817712579465892,False,False,True
428,0,0.5216986540401796,0.47830134595982043,False,False,True
429,0,0.514223174521463,0.48577682547853696,False,False,True
430,0,0.7286113681719936,0.27138863182800643,False,False,True
431,-1,0.0,0.1500447393457242,True,False,False
432,-1,0.0,0.19711475892042496,True,False,False
433,-1,0.0,0.3599495622396104,True,False,False
434,-1,0.0,0.3935154581426338,True,False,False
435,-1,0.0,0.23578642861251797,True,False,False
436,1,0.7944577516798741,0.20554224832012594,False,False,True
437,0,0.6229648530550151,0.37703514694498486,False,False,True
438,-1,0.0,0.37631630189556026,True,False,False
439,-1,0.0,0.09629123303408586,True,False,False
440,-1,0.0,0.3834182826339163,True,False,False
441,-1,0.0,0.32722388287669985,True,False,False
442,-1,0.0,0.21564677982477534,True,False,False
443,0,0.6112683908014226,0.3887316091985774,False,False,True
444,-1,0.0,0.200848785269016,True,False,False
445,-1,0.0,0.09170058608900544,True,False,False
446,-1,0.0,0.2762471010326572,True,False,False
447,0,1.0,0.0,False,True,False
448,-1,0.0,0.4048426299802754,True,False,False
449,-1,0.0,0.11377805898206088,True,False,False
450,-1,0.0,0.34456084481780624,True,False,False
451,-1,0.0,0.2459356687251706,True,False,False
452,0,0.8051745669885841,0.19482543301141586,False,False,True
453,1,0.7645709190216127,0.23542908097838727,False,False,True
454,-1,0.0,0.13096162718649987,True,False,False
455,-1,0.0,0.4178886012236686,True,False,False
456,-1,0.0,0.5332391833677058,True,False,False
457,1,0.6964742596402035,0.30352574035979646,False,False,True
458,0,0.5527963472241608,0.4472036527758392,False,False,True
459,1,0.5928843474465614,0.4071156525534386,False,False,True
460,-1,0.0,0.14728029457390804,True,False,False
461,-1,0.0,0.12369722398275622,True,False,False
462,-1,0.0,0.37305044478693894,True,False,False
463,-1,0.0,0.24972010365600492,True,False,False
464,-1,0.0,0.3033235172334351,True,False,False
465,-1,0.0,0.44680516076028515,True,False,False
466,0,0.5446816719834991,0.4553183280165008,False,False,True
467,0,0.5921918634946246,0.4078081365053754,False,False,True
468,-1,0.0,0.03447408551483927,True,False,False
469,1,0.578844351406907,0.42115564859309296,False,False,True
470,-1,0.0,0.2602059615093174,True,False,False
471,-1,0.0,0.023594765396938257,True,False,False
472,0,0.6056798704322849,0.3943201295677151,False,False,True
473,-1,0.0,0.5018127058924089,True,False,False
474,-1,0.0,0.1733766422744422,True,False,False
475,0,0.5654825764890717,0.43451742351092826,False,False,True
476,-1,0.0,0.32395256738098244,True,False,False
477,0,0.5490057595602444,0.45099424043975556,False,False,True
478,0,0.49494995417728066,0.5050500458227193,False,False,True
479,0,0.5005593417526512,0.4994406582473488,False,False,True
480,1,0.6313990637832629,0.368600936216737,False,False,True
481,0,0.6283863813700362,0.3716136186299637,False,False,True
482,-1,0.0,0.4990356356559786,True,False,False
483,-1,0.0,0.27886720419893674,True,False,False
484,1,0.5439420261694928,0.4560579738305071,False,False,True
485,-1,0.0,0.34561783394209855,True,False,False
486,-1,0.0,0.09349820518746493,True,False,False
487,-1,0.0,0.4473796469556697,True,False,False
488,-1,0.0,0.2841388701419469,True,False,False
489,1,0.6051586786824247,0.39484132131757527,False,False,True
490,-1,0.0,0.09844783396676973,True,False,False
491,-1,0.0,0.11982619178436774,True,False,False
492,1,0.6311185150028614,0.3688814849971386,False,False,True
493,0,0.6193728333780537,0.38062716662194623,False,False,True
494,-1,0.0,0.0015490303864447727,True,False,False
495,-1,0.0,0.24114738952743475,True,False,False
496,-1,0.0,0.37797767538209015,True,False,False
497,0,0.9107143215461028,0.08928567845389723,False,True,False
498,-1,0.0,0.4158418448503732,True,False,False
499,1,0.9133076911324637,0.08669230886753636,False,True,False
500,-1,0.0,0.254660074587598,True,False,False
501,-1,0.0,0.32745568044142737,True,False,False
502,0,0.6671803440490063,0.3328196559509937,False,False,True
503,0,0.8118330469043904,0.1881669530956096,False,False,True
504,0,0.6633610137877477,0.3366389862122523,False,False,True
505,0,0.8017163994012926,0.19828360059870737,False,False,True
506,-1,0.0,0.3546660543356998,True,False,False
507,1,0.6307992852852852,0.3692007147147148,False,False,True
508,-1,0.0,0.33632585703598533,True,False,False
509,-1,0.0,0.31956522946087346,True,False,False
510,1,0.6919924412738186,0.30800755872618135,False,False,True
511,-1,0.0,0.42571913880448353,True,False,False
512,-1,0.0,0.04379324490011489,True,False,False
513,-1,0.0,0.31554808004993407,True,False,False
514,0,0.8488818886104365,0.15111811138956355,False,False,True
515,1,0.636888113526409,0.363111886473591,False,False,True
516,-1,0.0,0.15318821782028375,True,False,False
517,1,0.6330622947005188,0.3669377052994813,False,False,True
518,-1,0.0,0.4191093189907384,True,False,False
519,-1,0.0,0.09796113619619828,True,False,False
520,-1,0.0,0.21463256582616047,True,False,False
521,1,0.7892933114933202,0.2107066885066799,False,False,True
522,-1,0.0,0.4826684956900251,True,False,False
523,-1,0.0,0.1532106157174732,True,False,False
524,-1,0.0,0.013338673486434298,True,False,False
525,-1,0.0,0.15034927425512154,True,False,False
526,-1,0.0,0.3732774985901105,True,False,False
527,-1,0.0,0.07630477200870366,True,False,False
528,-1,0.0,0.24038955332106662,True,False,False
529,-1,0.0,0.3183616549242346,True,False,False
530,0,0.5368215292261832,0.46317847077381674,False,False,True
531,-1,0.0,0.12960875516139125,True,False,False
532,-1,0.0,0.3452434683509475,True,False,False
533,0,0.9700782031064176,0.02992179689358244,False,True,False
534,-1,0.0,0.1764068590619839,True,False,False
535,-1,0.0,0.38543665355172413,True,False,False
536,0,0.5169001855514028,0.4830998144485971,False,False,True
537,-1,0.0,0.22580136765770606,True,False,False
538,0,0.6879377481537705,0.3120622518462295,False,False,True
539,-1,0.0,0.26952748527418974,True,False,False
540,-1,0.0,0.16912500063434582,True,False,False
541,1,0.6549198340370501,0.34508016596294994,False,False,True
542,-1,0.0,0.14188669959966807,True,False,False
543,-1,0.0,0.004981506727912615,True,False,False
544,-1,0.0,0.12314693266080062,True,False,False
545,1,0.9375887168787095,0.06241128312129047,False,True,False
546,0,0.6375074529900753,0.3624925470099248,False,False,True
547,0,0.6896077634212363,0.3103922365787637,False,False,True
548,1,0.781596620435487,0.21840337956451292,False,False,True
